SOORTNR,FLORON,WETENSCHAP,NEDERLANDS,zeldzaamheidsklasse,trendklasse,RL2000,RL2000kort
1389,,"Viola persicifolia","Melkviooltje","zzz","tt","BE-9","BE"
1390,,"Viola tricolor","Driekleurig viooltje",,,,
1391,,"Viscum album","Maretak",,,,
1392,,"Vulpia bromoides","Eekhoorngras",,,,
1393,,"Vulpia myuros","Gewoon langbaardgras",,,,
1394,,"Wahlenbergia hederacea","Klimopklokje","zzz","tt","BE-9","BE"
1395,,"Wolffia arrhiza","Wortelloos kroos",,,,
1396,,"Zannichellia palustris subsp. palustris","Zittende zannichellia",,,,
1397,,"Zannichellia palustris subsp. pedicellata","Gesteelde zannichellia",,,,
1398,,"Zostera marina","Groot zeegras","zz","tt","BE-10","BE"
1399,,"Zostera noltii","Klein zeegras","zz","tt","BE-10","BE"
1400,,"Carex cespitosa","Polzegge","zzz","0/+","GE-1","GE"
1403,,"Galeopsis pubescens","Zachte hennepnetel","zzz","ttt","EB-13","EB"
1404,,"Galium spurium","Akkerwalstro",,,,
1407,,"Hieracium peleterianum","Vals muizeoor","zzz","0/+","GE-1","GE"
1408,,"Hypericum x desetangsii","Frans hertshooi",,,,
1409,,"Juncus canadensis","Canadese rus",,,,
1410,,"Ophrys sphegodes","Spinnenorchis",,,,
1411,,"Phleum pratense subsp. serotinum","Klein timoteegras",,,,
1413,,"Polygonum oxyspermum (subsp. raii)","Zandvarkensgras","zzz","0/+","GE-1","GE"
1415,,"Polypodium interjectum","Brede eikvaren",,,,
1417,,"Salix cinerea subsp. oleifolia","Rossige wilg",,,,
1418,,"Sedum forsterianum","Sierlijk vetkruid",,,,
1419,,"Tetragonolobus maritimus","Hauwklaver","zzz","0/+","GE-1","GE"
1420,,"Thymus praecox","Kruiptijm","zzz","0/+","GE-1","GE"
1421,,"Bromus bromoideus","Ardense dravik",,,,
1422,,"Cornus mas","Gele kornoelje","zzz","0/+","GE-1","GE"
1423,,"Epipactis muelleri","Geelgroene wespenorchis","zzz","tt","BE-9","BE"
1424,,"Filago lutescens","Geel viltkruid","zzz","ttt","EB-13","EB"
1425,,"Lactuca tatarica","Strandsla",,,,
1426,,"Lathyrus japonicus","Zeelathyrus","zzz","0/+","GE-1","GE"
1427,,"Malcolmia maritima","Zeeviolier",,,,
1429,,"Seseli montanum","Bergseselie",,,,
1430,,"Spartina x townsendii","Engels x Klein slijkgras",,,,
1431,,"Erica scoparia","Bezemdophei",,,,
1452,,"Alchemilla vulgaris","Spitslobbige vrouwenmantel","zzz","0/+","GE-1","GE"
1453,,"Alchemilla filicaulis","Fijnstengelige vrouwenmantel","zzz","0/+","GE-1","GE"
1454,,"Alchemilla glabra","Kale vrouwenmantel","z","tt","KW-11","KW"
1455,,"Alchemilla monticola","Bergvrouwenmantel","zzz","0/+","GE-1","GE"
1456,,"Alchemilla xanthochlora","Geelgroene vrouwenmantel","zzz","0/+","GE-1","GE"
1458,,"Arabis hirsuta subsp. sagittata","Pijlscheefkelk","zzz","ttt","EB-13","EB"
1459,,"Arenaria leptoclados","Tengere zandmuur",,,,
1460,,"Caltha palustris subsp. araneosa","Spindotterbloem","zz","t","KW-6","KW"
1465,,"Cerastium fontanum subsp. holosteoides","Glanzende hoornbloem","zz","t","KW-6","KW"
1472,,"Festuca cinerea","Hard zwenkgras",,,,
1473,,"Festuca ovina","Genaald schapegras","zzz","ttt","EB-13","EB"
1474,,"Festuca filiformis","Fijn schapegras",,,,
1475,,"Fumaria officinalis subsp. wirtgenii","Gewone duivekervel (subsp. wirtgenii)",,,,
1482,,"Hypericum maculatum","Gevlekt hertshooi","zzz","tt","BE-9","BE"
1486,,"Lamiastrum galeobdolon subsp. montanum","Grote gele dovenetel",,,,
1487,,"Lamiastrum galeobdolon subsp. galeobdolon","Kleine gele dovenetel",,,,
1490,,"Diphasiastrum complanatum","Vlakke wolfsklauw",,,,
1491,,"Monotropa hypopitys subsp. hypophegea","Kaal stofzaad",,,,
1492,,"Monotropa hypopitys subsp. hypopitys","Behaard stofzaad",,,,
1496,,"Odontites vernus subsp. vernus","Akkerogentroost","zzz","tt","BE-9","BE"
1500,,"Poa angustifolia","Smal beemdgras",,,,
1512,,"Ranunculus polyanthemos subsp. polyanthemoide","Kalkboterbloem","zzz","ttt","EB-13","EB"
1522,,"Sagina apetala subsp. apetala","Tengere vetmuur (subsp. apetala)",,,,
1523,,"Sagina apetala subsp. erecta","Tengere vetmuur (subsp. erecta)",,,,
1524,,"Salsola kali subsp. ruthenica","Zacht loogkruid",,,,
1525,,"Trichophorum cespitosum subsp. cespitosum","Noordse veenbies","x","tttt","VN-17","VN"
1528,,"Sedum telephium subsp. fabaria","Gesteelde hemelsleutel",,,,
1533,,"Sparganium erectum subsp. erectum","Grote egelskop s.s.",,,,
1535,,"Sparganium erectum subsp. neglectum","Blonde egelskop",,,,
1536,,"Stellaria nemorum subsp. montana","Subsp. glochidisperma van Bosmuur",,,,
1538,,"Veronica hederifolia subsp. hederifolia","Akker-klimopereprijs",,,,
1539,,"Veronica hederifolia subsp. lucorum","Bos-klimopereprijs",,,,
1542,,"Zannichellia palustris subsp. major","Brede zannichellia","x","tttt","VN-17","VN"
1544,,"Agrostis canina","Moerasstruisgras",,,,
1545,,"Agrostis vinealis","Zandstruisgras",,,,
1546,,"Allium paradoxum","Armbloemig look",,,,
1551,,"Alopecurus x hybridus","Geknikte x Grote vossestaart",,,,
1555,,"Carex x boenninghausiana","Pluimzegge x IJle zegge",,,,
1556,,"Carex x elytroides","Scherpe x Zwarte zegge",,,,
1557,,"Carex x fulva","Blonde zegge x Dwerg- & Geelgroene zegge",,,,
1560,,"Carex x kneuckeriana","Valse voszegge x IJle zegge",,,,
1561,,"Carex x timmiana","Zwarte x Drienervige zegge",,,,
1562,,"Cirsium x forsteri","Spaanse ruiter x Kale jonker",,,,
1563,,"Drosera x obovata","Lange x Ronde zonnedauw",,,,
1564,,"Dryopteris x uliginosa","Kamvaren x Smalle stekelv",,,,
1568,,"Glyceria x pedicellata","Bastaardvlotgras",,,,
1569,,"Hieracium x brachiatum","Bastaardhavikskruid",,,,
1570,,"Hieracium x schultesii","Spitshavikskruid x Muizeoor",,,,
1571,,"Hieracium x stoloniferum","Oranje havikskruid x Muizeoor",,,,
1574,,"Lolium x hybridum","Italiaans x Engels raaigras",,,,
1575,,"Silene x hampeana","Avondkoekoeksbloem x Dagkoekoeksbloem",,,,
1577,,"Polygonatum x hybridum","Tuinsalomonszegel",,,,
1578,,"Potentilla x suberecta","Kruipganzerik x Tormentil",,,,
1591,,"Salix x rubra","Bittere wilg x Katwilg",,,,
1593,,"Salix x multinervis","Geoorde wilg x Grauwe wilg",,,,
1594,,"Salix x rubens","Bindwilg",,,,
1595,,"Salix x smithiana","Grauwe wilg x Katwilg",,,,
1598,,"Schoenoplectus x carinatus","Mattenbies x Driekantige bies",,,,
1599,,"Schoenoplectus x kuekenthalianus","Ruwe bies x Driekantige bies",,,,
1600,,"Stachys x ambigua","Bastaardandoorn",,,,
1602,,"Vaccinium x intermedium","Blauwe x Rode bosbes",,,,
1603,,"Viola x intersita","Honds- x Bleeksporig viooltje",,,,
1604,,"Viola x bavarica","Donker- x Bleeksporig bosviooltje",,,,
1605,,"Viola x scabra","Ruig x Maarts viooltje",,,,
1606,,"Viola x ritschliana","Hondsviooltje x Melkviooltje",,,,
1607,,"Dryopteris affinis","Geschubde mannetjesvaren",,,,
1608,,"Arrhenatherum elatius subsp. bulbosum","Knolglanshaver",,,,
1609,,"Asplenium viride","Groensteel","zzz","0/+","GE-1","GE"
1610,,"Bromus racemosus","Trosdravik","z","tt","KW-11","KW"
1611,,"Carex divulsa","Groene bermzegge","zzz","t","KW-5","KW"
1612,,"Cyrtomium falcatum","IJzervaren",,,,
1614,,"Helianthus tuberosus","Aardpeer",,,,
1615,,"Nymphaea candida","Noordelijke waterlelie",,,,
1616,,"Dactylorhiza maculata","Gevlekte orchis","z","tt","KW-11","KW"
1618,,"Polystichum lonchitis","Lansvaren","zzz","0/+","GE-1","GE"
1619,,"Potamogeton x fluitans","Vlottend fonteinkruid",,,,
1620,,"Anemone apennina","Blauwe anemoon",,,,
1621,,"Scilla siehei","Grote sneeuwroem",,,,
1622,,"Crocus tommasinianus","Boerenkrokus",,,,
1623,,"Crocus vernus","Bonte krokus",,,,
1624,,"Galanthus elwesii","Groot sneeuwklokje",,,,
1625,,"Leucojum vernum","Lenteklokje",,,,
1626,,"Omphalodes verna","Amerikaans vergeet-mij-nietje",,,,
1627,,"Saxifraga granulata cv. 'Plena'","Haarlems klokkenspel",,,,
1628,,"Adonis aestivalis","Zomeradonis","x","tttt","VN-17","VN"
1629,,"Camelina sativa","Huttentut",,,,
1630,,"Oenanthe crocata","Dodemansvingers","zzz","0/+","GE-1","GE"
1632,,"Potamogeton x decipiens","Wilgfonteinkruid",,,,
1634,,"Rubus fruticosus","Gewone braam",,,,
1635,,"Salicornia europaea","Kortarige zeekraal",,,,
1636,,"Salicornia procumbens","Langarige zeekraal",,,,
1637,,"Dactylorhiza majalis","Brede orchis",,,,
1642,,"Epilobium tetragonum","Kantige basterdwederik s.l.",,,,
1643,,"Rosa canina","Hondsroos",,,,
1644,,"Rosa villosa","Viltroos","zz","tt","BE-10","BE"
1645,,"Rosa rubiginosa","Egelantier",,,,
1647,,"Alchemilla micans","Slanke vrouwenmantel","zzz","0/+","GE-1","GE"
1648,,"Alchemilla mollis","Fraaie vrouwenmantel",,,,
1649,,"Alchemilla subcrenata","Geplooide vrouwenmantel","zzz","ttt","EB-13","EB"
1650,,"Abutilon theophrasti","Fluweelblad",,,,
1651,,"Amaranthus albus","Witte amarant",,,,
1652,,"Amaranthus hybridus","Groene amarant",,,,
1653,,"Amaranthus palmeri","Tweehuizige amarant",,,,
1654,,"Ambrosia psilostachya","Zandambrosia",,,,
1655,,"Ambrosia trifida","Drielobbige ambrosia",,,,
1656,,"Ammi majus","Groot akkerscherm",,,,
1657,,"Ammi visnaga","Fijn akkerscherm",,,,
1658,,"Amsinckia menziesii","Amsinckia",,,,
1659,,"Anagallis arvensis subsp. foemina","Blauw guichelheil","zzz","ttt","EB-13","EB"
1660,,"Anchusa ochroleuca","Geelwitte ossetong",,,,
1663,,"Artemisia biennis","Rechte alsem",,,,
1664,,"Atriplex hortensis","Tuinmelde",,,,
1665,,"Brassica juncea","Sareptamosterd",,,,
1666,,"Bromus japonicus","Japanse dravik",,,,
1668,,"Ceratochloa cathartica","Paardegras",,,,
1669,,"Bupleurum subovatum","Smalle doorwas",,,,
1670,,"Bupleurum rotundifolium","Doorwas",,,,
1671,,"Calendula arvensis","Akkergoudsbloem",,,,
1672,,"Calystegia silvatica","Gestreepte winde",,,,
1673,,"Caucalis platycarpos","Caucalis",,,,
1675,,"Centaurea solstitialis","Zomercentaurie",,,,
1677,,"Chondrilla juncea","Knikbloem","zzz","ttt","EB-13","EB"
1678,,"Citrullus lanatus","Watermeloen",,,,
1679,,"Claytonia sibirica","Roze winterpostelein",,,,
1680,,"Crepis setosa","Borstelstreepzaad",,,,
1681,,"Cuscuta campestris","Veldwarkruid",,,,
1684,,"Eleusine indica","Plat handjesgras",,,,
1685,,"Eragrostis minor","Klein liefdegras",,,,
1687,,"Eruca vesicaria","Zwaardherik",,,,
1688,,"Erysimum repandum","Uitgespreide steenraket",,,,
1689,,"Euphorbia lathyrus","Kruisbladige wolfsmelk",,,,
1690,,"Fumaria muralis (subsp. boraei)","Middelste duivekervel",,,,
1691,,"Fumaria capreolata","Rankende duivekervel",,,,
1692,,"Galeopsis ladanum","Brede raai","x","tttt","VN-17","VN"
1693,,"Guizotia abyssinica","Gingellikruid",,,,
1694,,"Hibiscus trionum","Drie-urenbloem",,,,
1695,,"Hordeum jubatum","Kwispelgerst",,,,
1697,,"Kochia scoparia","Studentenkruid",,,,
1698,,"Lagurus ovatus","Hazestaart",,,,
1699,,"Lathyrus hirsutus","Ruige lathyrus",,,,
1700,,"Lepidium densiflorum","Dichtbloemige kruidkers",,,,
1701,,"Lepidium heterophyllum","Rozetkruidkers",,,,
1702,,"Lepidium neglectum","Vergeten kruidkers",,,,
1703,,"Lepidium perfoliatum","Doorgroeide kruidkers",,,,
1704,,"Lepidium virginicum","Amerikaanse kruidkers",,,,
1706,,"Linaria repens","Gestreepte leeuwebek",,,,
1708,,"Lupinus angustifolius","Blauwe lupine",,,,
1709,,"Lythrum hyssopifolia","Kleine kattestaart","zzz","0/+","GE-1","GE"
1711,,"Medicago polymorpha","Ruige rupsklaver",,,,
1712,,"Neslia paniculata","Vinkenzaad",,,,
1713,,"Oenanthe pimpinelloides","Beverneltorkruid","zzz","0/+","GE-1","GE"
1714,,"Orlaya grandiflora","Straalscherm",,,,
1715,,"Panicum capillare","Draadgierst",,,,
1716,,"Panicum miliaceum","Pluimgierst",,,,
1717,,"Parentucellia viscosa","Kleverige ogentroost",,,,
1720,,"Erigeron annuus","Zomerfijnstraal",,,,
1722,,"Plantago arenaria","Zandweegbree",,,,
1725,,"Polypogon monspeliensis","Baardgras",,,,
1726,,"Potentilla norvegica","Noorse ganzerik",,,,
1727,,"Potentilla recta","Rechte ganzerik",,,,
1728,,"Coincya monensis (subsp. recurvata)","Muurbloemmosterd",,,,
1729,,"Rumex triangulivalvis","Wilgzuring",,,,
1733,,"Senecio inaequidens","Bezemkruiskruid",,,,
1734,,"Senecio vernalis","Oostelijk kruiskruid",,,,
1736,,"Silene dichotoma","Gaffelsilene",,,,
1737,,"Silybum marianum","Mariadistel",,,,
1738,,"Solanum nigrum subsp. schultesii","Beklierde nachtschade",,,,
1739,,"Solanum physalifolium","Glansbesnachtschade",,,,
1742,,"Sorghum halepense","Wilde sorgo",,,,
1743,,"Sorghum bicolor","Kafferkoren",,,,
1744,,"Tagetes minuta","Geelgroen afrikaantje",,,,
1745,,"Trifolium diffusum","Wijdvertakte klaver",,,,
1749,,"Verbascum phoeniceum","Paarse toorts",,,,
1751,,"Vicia lutea","Gele wikke",,,,
1753,,"Vicia pannonica","Hongaarse wikke",,,,
1754,,"Vicia tenuifolia","Stijve wikke","zzz","0/+","GE-1","GE"
1756,,"Xanthium spinosum","Stekende stekelnoot",,,,
1758,,"Amaranthus blitoides","Nerfamarant",,,,
1759,,"Ceratochloa carinata","Platte dravik",,,,
1760,,"Cotula coronopifolia","Goudknopje",,,,
1761,,"Echinops sphaerocephalus","Beklierde kogeldistel",,,,
1762,,"Eragrostis pilosa","Straatliefdegras",,,,
1763,,"Hirschfeldia incana","Grijze mosterd",,,,
1764,,"Rapistrum rugosum","Bolletjesraket",,,,
1765,,"Scutellaria columnae","Trosglidkruid",,,,
1766,,"Centaurea jacea","Knoopkruid",,,,
1768,,"Crepis foetida","Stinkend streepzaad","zzz","tt","BE-9","BE"
1772,,"Mentha x rotundifolia","Wollige munt",,,,
1800,,"Avena sativa","Haver",,,,
1801,,"Beta vulgaris subsp. vulgaris","Biet s.s.",,,,
1802,,"Brassica napus","Koolzaad",,,,
1803,,"Brassica oleracea","Kool",,,,
1804,,"Brassica rapa","Raapzaad",,,,
1805,,"Cannabis sativa","Hennep",,,,
1806,,"Coriandrum sativum","Koriander",,,,
1807,,"Fagopyrum esculentum","Boekweit",,,,
1808,,"Foeniculum vulgare","Venkel",,,,
1809,,"Glycine max","Sojaboon",,,,
1810,,"Hordeum distichon","Chevaliergerst",,,,
1811,,"Hordeum vulgare","Gerst",,,,
1812,,"Lens culinaris","Linze",,,,
1813,,"Lepidium sativum","Tuinkers",,,,
1814,,"Linum usitatissimum","Vlas",,,,
1816,,"Mentha x gracilis","Edelmunt",,,,
1817,,"Mentha spicata","Aarmunt",,,,
1818,,"Ornithopus sativus","Serradelle",,,,
1819,,"Papaver somniferum","Slaapbol",,,,
1820,,"Phacelia tanacetifolia","Phacelia",,,,
1821,,"Phalaris canariensis","Kanariezaad",,,,
1822,,"Phaseolus vulgaris","Boon",,,,
1823,,"Phytolacca esculenta","Oosterse karmozijnbes",,,,
1824,,"Pisum sativum","Erwt",,,,
1826,,"Prunus cerasus","Zure kers",,,,
1827,,"Raphanus sativus","Radijs",,,,
1828,,"Ricinus communis","Wonderboom",,,,
1829,,"Rubus laciniatus","Gewone braam (R. laciniatus)",,,,
1830,,"Secale cereale","Rogge",,,,
1831,,"Setaria italica","Trosgierst",,,,
1832,,"Sinapis alba","Witte mosterd",,,,
1833,,"Solanum lycopersicum","Tomaat",,,,
1834,,"Trifolium alexandrinum","Alexandrijnse klaver",,,,
1835,,"Trifolium incarnatum","Inkarnaatklaver",,,,
1836,,"Trifolium resupinatum","Perzische klaver",,,,
1838,,"Trigonella foenum-graecum","Fenegriek",,,,
1839,,"Triticum aestivum","Tarwe",,,,
1840,,"Vicia faba","Tuinboon",,,,
1841,,"Prunus cerasifera","Kerspruim",,,,
1850,,"Acer platanoides","Noorse esdoorn",,,,
1851,,"Aesculus hippocastanum","Witte paardekastanje",,,,
1852,,"Amelanchier lamarckii","Amerikaans krenteboompje",,,,
1855,,"Blackstonia perfoliata subsp. perfoliata","Zomerbitterling",,,,
1856,,"Cosmos bipinnatus","Cosmos",,,,
1857,,"Consolida ajacis","Valse ridderspoor",,,,
1858,,"Eranthis hyemalis","Winterakoniet",,,,
1859,,"Helianthus annuus","Zonnebloem",,,,
1860,,"Hesperis matronalis","Damastbloem",,,,
1861,,"Iberis umbellata","Schermscheefbloem",,,,
1862,,"Impatiens glandulifera","Reuzenbalsemien",,,,
1864,,"Lathyrus latifolius","Brede lathyrus",,,,
1865,,"Lobularia maritima","Zilverschildzaad",,,,
1866,,"Lunaria annua","Tuinjudaspenning",,,,
1867,,"Lysimachia punctata","Puntwederik",,,,
1868,,"Myrica caroliniensis","Wasgagel",,,,
1869,,"Nicotiana rustica","Boerentabak",,,,
1871,,"Pentaglottis sempervirens","Overblijvende ossetong",,,,
1873,,"Fallopia japonica","Japanse duizendknoop",,,,
1874,,"Persicaria wallichii","Afghaanse duizendknoop",,,,
1875,,"Fallopia sachalinense","Sachalinse duizendknoop",,,,
1876,,"Quercus rubra","Amerikaanse eik",,,,
1877,,"Robinia pseudoacacia","Robinia",,,,
1879,,"Rosa majalis","Kaneelroos",,,,
1880,,"Rudbeckia laciniata","Slipbladige rudbeckia",,,,
1882,,"Salix daphnoides","Berijpte wilg",,,,
1884,,"Sambucus nigra cv. 'Laciniata'","Peterselievlier",,,,
1885,,"Scilla bifolia","Vroege sterhyacint",,,,
1887,,"Scilla siberica","Oosterse sterhyacint",,,,
1888,,"Sedum spurium","Roze vetkruid",,,,
1890,,"Solidago canadensis","Canadese guldenroede",,,,
1891,,"Spiraea douglasii","Douglasspirea",,,,
1892,,"Spiraea salicifolia","Theeboompje",,,,
1893,,"Symphytum asperum","Ruwe smeerwortel",,,,
1894,,"Symphytum x uplandicum","Bastaardsmeerwortel",,,,
1895,,"Ulmus glabra","Ruwe iep",,,,
1896,,"Veronica filiformis","Draadereprijs",,,,
1897,,"Viola tricolor cv. 'Hortensis'","Tuinviooltje",,,,
1898,,"Lamiastrum galeobdolon cv. 'Florentinum'","Bonte gele dovenetel",,,,
1899,,"Lupinus polyphyllus","Vaste lupine",,,,
1904,,"Asparagus officinalis","Asperge",,,,
1917,,"Erodium cicutarium","Gewone reigersbek s.l.",,,,
1922,,"Myosotis laxa + Myosotis scorpioides","Zomp- + Moerasvergeet-mij-nietje",,,,
1923,,"Helianthemum nummularium","Geel zonneroosje","zzz","0/+","GE-1","GE"
1929,,"Juncus alpinoarticulatus","Duinrus s.l.",,,,
1930,,"Juncus bufonius + Juncus ambiguus","Greppelrus + Zilte greppelrus",,,,
1933,,"Luzula multiflora","Veelbloemige veldbies s.l.",,,,
1934,,"Malus sylvestris","Appel",,,,
1936,,"Montia fontana","Bronkruid",,,,
1946,,"Ranunculus aquatilis + Ranunculus peltatus","Fijne + Grote waterranonkel",,,,
1953,,"Thalictrum minus","Kleine ruit","zz","t","KW-6","KW"
1954,,"Tragopogon pratensis","Morgenster",,,,
1960,,"Vicia sativa","Smalle wikke s.l.",,,,
1964,,"Zannichellia palustris","Zannichellia",,,,
1965,,"Aronia x prunifolia","Zwarte appelbes",,,,
1966,,"Viola reichenbachiana + Viola riviniana","Donkersporig + Bleeksporig bosviooltje",,,,
2007,,"Polystichum setiferum","Zachte naaldvaren","zzz","0/+","GE-1","GE"
2009,,"Rubus corylifolius","Hazelaarbraam",,,,
2016,,"Rubus nessensis","Gewone braam (R. nessensis)",,,,
2019,,"Rubus silvaticus","Gewone braam (R. silvaticus)",,,,
2020,,"Rubus sprengelii","Gewone braam (R. sprengelii)",,,,
2021,,"Rubus ulmifolius","Gewone braam (R. ulmifolius)",,,,
2022,,"Rubus vestitus","Gewone braam (R. vestitus)",,,,
2025,,"Sonchus arvensis var. maritimus","Zeemelkdistel",,,,
2101,,"Mahonia aquifolium","Mahonia",,,,
2102,,"Parthenocissus inserta","Valse wingerd",,,,
2103,,"Parthenocissus quinquefolia","Vijfbladige wingerd",,,,
2104,,"Phytolacca americana","Westerse karmozijnbes",,,,
2105,,"Rhododendron ponticum","Pontische rododendron",,,,
2106,,"Ribes alpinum","Alpenbes",,,,
2107,,"Symphoricarpos albus","Sneeuwbes",,,,
2108,,"Vallisneria spiralis","Vallisneria",,,,
2109,,"Viburnum lantana","Wollige sneeuwbal",,,,
2110,,"Chara baltica","Kustkransblad",,,,
2113,,"Chara intermedia","Grijs kransblad",,,,
2114,,"Chara aculeolata var. pedunculata","Harig kransblad",,,,
2116,,"Chara vulgaris var. crassicaulis",,,,,
2117,,"Chara baltica var. baltica",,,,,
2118,,"Chara globularis var. virgata","Teer kransblad",,,,
2119,,"Nitella translucens","Doorschijnend glanswier",,,,
2120,,"Nitella tenuissima","Kraaltjesglanswier",,,,
2121,,"Nitellopsis","Sterkranswier (G)",,,,
2122,,"Chara contraria var. contraria",,,,,
2123,,"Chara contraria var. hispidula",,,,,
2124,,"Nitella mucronata var. gracillima",,,,,
2125,,"Nitella mucronata var. mucronata",,,,,
2133,,"Chara aculeolata var. aculeolata","Fijnstekelig kransblad",,,,
2140,,"Chara aculeolata","Fijnstekelig kransblad",,,,
2141,,"Chara aspera","Ruw kransblad",,,,
2142,,"Chara canescens","Brakwaterkransblad",,,,
2143,,"Chara connivens","Gebogen kransblad",,,,
2144,,"Chara contraria","Brokkelig kransblad",,,,
2145,,"Chara globularis","Breekbaar kransblad",,,,
2146,,"Chara major","Stekelharig kransblad",,,,
2147,,"Chara vulgaris","Gewoon kransblad",,,,
2151,,"Chara vulgaris var. papillata","Stekelig gewoon kransblad",,,,
2152,,"Chara vulgaris var. longibracteata",,,,,
2153,,"Chara","Kranswier (G)",,,,
2154,,"Nitella capillaris","Kleinhoofdig glanswier",,,,
2155,,"Nitella flexilis","Buigzaam glanswier",,,,
2156,,"Nitella mucronata","Puntdragend glanswier",,,,
2157,,"Nitella syncarpa","Vruchtrijk glanswier",,,,
2158,,"Nitella","Glanswier (G)",,,,
2159,,"Tolypella","Boomglanswier (G)",,,,
2160,,"Nitellopsis obtusa","Sterkranswier",,,,
2161,,"Tolypella prolifera","Groot boomglanswier",,,,
2162,,"Tolypella intricata","Vertakt boomglanswier",,,,
2163,,"Tolypella glomerata","Klein boomglanswier",,,,
2164,,"Characeae","Kranswieren",,,,
2195,,"Nitella hyalina","Klein glanswier",,,,
2196,,"Nitella opaca","Donker glanswier",,,,
2197,,"Chara globularis var. globularis",,,,,
2198,,"Chara vulgaris var. vulgaris",,,,,
2199,,"Nitella flexilis + opaca","Buigzaam en Donker glanswier",,,,
2200,,"Chara baltica var. affinis",,,,,
2201,,"Abies alba","Gewone zilverspar",,,,
2203,,"Abies grandis","Reuzenzilverspar",,,,
2204,,"Abies nordmanniana","Kaukasische zilverspar",,,,
2213,,"Carex oederi","Geelgroene en dwergzegge",,,,
2214,,"Calendula officinalis","Tuingoudsbloem",,,,
2217,,"Corydalis cava + Corydalis solida","Holwortel + Vingerhelmbloem",,,,
2222,,"Galeopsis bifida + Galeopsis tetrahit","Gespleten + Gewone hennepnetel",,,,
2224,,"Glyceria fluitans + Glyceria notata","Mannagras + Stomp en Getand vlotgras",,,,
2228,,"Laburnum anagyroides","Goudenregen",,,,
2229,,"Larix decidua","Europese lork",,,,
2230,,"Larix kaempferi","Goudlork",,,,
2231,,"Malva neglecta + Malva pusilla","Klein + Rond kaasjeskruid",,,,
2232,,"Matteuccia struthiopteris","Struisvaren",,,,
2236,,"Narcissus poeticus","Witte narcis",,,,
2238,,"Picea abies","Fijnspar",,,,
2239,,"Picea omorika","Servische spar",,,,
